Authors,Title,Publication,Volume,Issue,Pages,Year,Publisher
"Genersch, Elke; Von Der Ohe, Werner; Kaatz, Hannes; Schroeder, Annette; Otten, Christoph; Büchler, Ralph; Berg, Stefan; Ritter, Wolfgang; Mühlen, Werner; Gisder, Sebastian; ",The German bee monitoring project: a long term study to understand periodically high winter losses of honey bee colonies,Apidologie,41,3,332-352,2010,EDP Sciences
"Pasay, Cielo; Arlian, Larry; Morgan, Marjorie; Gunning, Robin; Rossiter, Louise; Holt, Deborah; Walton, Shelley; Beckham, Simone; McCarthy, James; ",The effect of insecticide synergists on the response of scabies mites to pyrethroid acaricides,PLoS neglected tropical diseases,3,1,e354,2009,"Public Library of Science San Francisco, USA"
"Katsavou, Evangelia; Vlogiannitis, Spyros; Karp‐Tatham, Eleanor; Blake, Damer P; Ilias, Aris; Strube, Christina; Kioulos, Ilias; Dermauw, Wannes; Van Leeuwen, Thomas; Vontas, John; ",Identification and geographical distribution of pyrethroid resistance mutations in the poultry red mite Dermanyssus gallinae,Pest management science,76,1,125-133,2020,Wiley Online Library
"Wilkinson, David; Smith, Graham C; ","A model of the mite parasite, Varroa destructor, on honeybees (Apis mellifera) to investigate parameters important to mite population growth",Ecological Modelling,148,3,263-275,2002,Elsevier
"Natsopoulou, Myrsini E; McMahon, Dino P; Doublet, Vincent; Frey, Eva; Rosenkranz, Peter; Paxton, Robert J; ","The virulent, emerging genotype B of Deformed wing virus is closely linked to overwinter honeybee worker loss",Scientific Reports,7,1,5242,2017,Nature Publishing Group UK London
"Carreck, NL; Ball, BV; Wilson, JK; ",Virus succession in honeybee colonies infested with Varroa destructor,Apiacta,37,,33-38,2002,
"Elzen, Gary W; Hardee, Dick D; ",United States Department of Agriculture‐Agricultural Research Service research on managing insect resistance to insecticides,Pest Management Science: formerly Pesticide Science,59,6‐7,770-776,2003,Wiley Online Library
"Scott, Andrew; Hassler, Edgar; Cazier, Joseph; Wilkes, James; Formato, Giovanni; MacDonald, Preston; Rubinigg, Michael; Braga, Antonio Rafael; Pittiglio, Claudia; ",Data mining Varroa: sharing insight from users of apiary management software in the United States,Bee World,97,3,78-83,2020,Taylor & Francis
"Moritz, Robin FA; De Miranda, Joachim; Fries, Ingemar; Le Conte, Yves; Neumann, Peter; Paxton, Robert J; ",Research strategies to improve honeybee health in Europe,Apidologie,41,3,227-242,2010,EDP Sciences
"McMenamin, Alexander J; Brutscher, Laura M; Glenny, William; Flenniken, Michelle L; ",Abiotic and biotic factors affecting the replication and pathogenicity of bee viruses,Current opinion in insect science,16,,14-21,2016,Elsevier
"ELRoby, ASMH; Darwish, MG; ",Biological activity of certain natural products against Varroa destructor (Acari: Varroidae) and their selectivity against Apis mellifera (Hymenoptera: Apidae).,Journal of Phytopathology & Pest Management,5,3,,2018,
"Steinhauer, Nathalie; Kulhanek, Kelly; Antúnez, Karina; Human, Hannelie; Chantawannakul, Panuwan; Chauzat, Marie-Pierre; ",Drivers of colony losses,Current opinion in insect science,26,,142-148,2018,Elsevier
"Hubert, JTMJMSDJL; Erban, T; Kamler, M; Kopecky, J; Nesvorna, M; Hejdankova, S; Titera, D; Tyl, J; Zurek, L; ",Bacteria detected in the honeybee parasitic mite Varroa destructor collected from beehive winter debris,Journal of applied microbiology,119,3,640-654,2015,"Blackwell Science Ltd Oxford, UK"
"Stanimirović, Zoran; Glavinić, Uroš; Ristanić, Marko; Aleksić, Nevenka; Jovanović, Nemanja M; Vejnović, Branislav; Stevanović, Jevrosima; ",Looking for the causes of and solutions to the issue of honey bee colony losses,Acta veterinaria-beograd,69,1,Jan-31,2019,"Univerzitet u Beogradu-Fakultet veterinarske medicine, Beograd"
"Grozinger, Christina M; Flenniken, Michelle L; ","Bee viruses: Ecology, pathogenicity, and impacts",Annual review of entomology,64,,205-226,2019,Annual Reviews
"Niu, Jinzhi; Shen, Guangmao; Christiaens, Olivier; Smagghe, Guy; He, Lin; Wang, Jinjun; ",Beyond insects: current status and achievements of RNA interference in mite pests and future perspectives,Pest management science,74,12,2680-2687,2018,Wiley Online Library
"Adjlane, Noureddine N; Haddad, Nizar; Tarek, Ounesse; ",Effectiveness of Treatments with Thymol in Controlling Varroa Destructor Parasite of The Honey Bee in Algeria,Bulletin of Pure & Applied Sciences-Zoology,35,1,01-Jul,2016,BPAS Research
"Elsaied, Karima A; Sanad, RE; Elsharkawy, HE; Omar, NA; ","The Use of Some Bio-Agents in The Control of Varroa Mite, Varroa destructor Infected Honey Bee Colonies",Journal of Plant Protection and Pathology,12,10,745-748,2021,"Mansoura University, Faculty of Agriculture"
"Mondet, Fanny; Alaux, Cédric; Severac, Dany; Rohmer, Marine; Mercer, Alison R; Le Conte, Yves; ",Antennae hold a key to Varroa-sensitive hygiene behaviour in honey bees,Scientific reports,5,1,10454,2015,Nature Publishing Group UK London
"Anido, Matilde; Branchiccela, Belen; Castelli, Loreley; Harriet, Jorge; Campa, Juan; Zunino, Pablo; Antúnez, Karina; ",Prevalence and distribution of honey bee pests and pathogens in Uruguay,Journal of Apicultural Research,54,5,532-540,2015,Taylor & Francis
"Neil, Hannah; Parsons, Graham; Currie, Rob; ",PROJECT TITLE,,,,,,
"Mondet, Fanny; Rau, Andrea; Klopp, Christophe; Rohmer, Marine; Severac, Dany; Le Conte, Yves; Alaux, Cedric; ",Transcriptome profiling of the honeybee parasite Varroa destructor provides new biological insights into the mite adult life cycle,BMC genomics,19,,Jan-19,2018,Springer
"Maadinia, Mohammadreza; Shabestari, Bahman; Mahmoudi, Razzagh; Kaboudari, Ata; Rahimi Pir-Mahalleh, SF; ",Evaluation of Varroa mites in the Apiaries from Iran,International Journal of Food Nutrition and Safety,6,2,74-81,2015,
"Kulincevic, JM; Rinderer, TE; Mladjan, VJ; ",Effects of fluvalinate and amitraz on bee lice (Braula coeca Nitzsch) in honey bee (Apis mellifera L) colonies in Yugoslavia,Apidologie,22,1,43-47,1991,EDP Sciences
"Glavinić, Uroš; Rajković, Milan; Ristanić, Marko; Stevanović, Jevrosima; Vejnović, Branislav; Djelić, Ninoslav; Stanimirović, Zoran; ",Genotoxic Potential of Thymol on Honey Bee DNA in the Comet Assay,Insects,14,5,451,2023,MDPI
"Zhou, Ting; Anderson, Denis L; Huang, Zachary Y; Huang, Shuangxiu; Yao, Jun; Ken, Tan; Zhang, Qingwen; ",Identification of Varroa mites (Acari: Varroidae) infesting Apis cerana and Apis mellifera in China,Apidologie,35,6,645-654,2004,EDP Sciences
"Sotnikov, Anatoliy; Gulyukin, Mikhail; Isaev, Yuri; Stepanova, Tatyana; ",On Preserving the Health of the Burzyan Bee Population in the Shulgan-Tash Nature Reserve,"International Scientific Conference on Agricultural Machinery Industry “Interagromash""”",,,555-561,2022,Springer
"Keszthelyi, Sándor; Sipos, Tamás; Csóka, Ádám; Donkó, Tamás; ","CT-supported analysis of the destructive effects of Varroa destructor on the pre-imaginal development of honey bee, Apis mellifera",Apidologie,52,1,155-162,2021,Springer
"Le Conte, Yves; Mondet, Fanny; ",Natural selection of honeybees against Varroa destructor,Beekeeping–From science to practice,,,189-194,2017,Springer
"Kim, Kyungmun; Kim, Ju Hyeon; Kim, Young Ho; Lee, Si Hyeock; ",De novo transcriptome profiling and characterization of voltage-sensitive sodium channel gene of Tropilaelaps mercedesae parasitizing honey bees,Journal of Asia-Pacific Entomology,19,1,89-93,2016,Elsevier
"McGruddy, Rose Ann; Bulgarella, Mariana; Felden, Antoine; Baty, James W; Haywood, John; Stahlmann-Brown, Philip; Lester, Philip J; ",Are increasing honey bee colony losses attributed to Varroa destructor in New Zealand driven by miticide resistance?,bioRxiv,,,2023.03. 22.533871,2023,Cold Spring Harbor Laboratory
"Smith, Michael L; Peck, David T; ",Dynamics of honey bee colony death and its implications for Varroa destructor mite transmission using observation hives,Apidologie,54,1,13,2023,Springer
"Akyol, Ethem; Yeninar, Halil; Karatepe, Mustafa; Karatepe, Bilge; Özkök, Duran; ",Effects of queen ages on Varroa (Varroa destructor) infestation level in honey bee (Apis mellifera caucasica) colonies and colony performance,Italian Journal of Animal Science,6,2,143-149,2007,Taylor & Francis
"Kolics, Balázs; Mátyás, Kinga; Solti, Izabella; Bacsi, Zsuzsanna; Kovács, Szilvia; Specziár, András; Taller, János; Kolics, Éva; ",Efficacy of In Vitro Lithium Chloride Treatments on Dermacentor reticulatus,Insects,14,2,110,2023,MDPI
"De Jong, David; Morse, Roger A; Eickwort, George C; ",Mite pests of honey bees,Annual Review of Entomology,27,1,229-252,1982,"Annual Reviews 4139 El Camino Way, PO Box 10139, Palo Alto, CA 94303-0139, USA"
"Millán Leiva, Ana Isabel; ",Pyrrethroid resistance in Varroa destructor: Investigating the role of mutations in the voltage-gated sodium channel,,,,,2022,
"Kunc, Martin; Dobeš, Pavel; Ward, Rachel; Lee, Saetbyeol; Čegan, Radim; Dostálková, Silvie; Holušová, Kateřina; Hurychová, Jana; Eliáš, Sara; Pinďáková, Eliška; ",Omics-based analysis of honey bee (Apis mellifera) response to Varroa sp. parasitisation and associated factors reveals changes impairing winter bee generation,Insect Biochemistry and Molecular Biology,152,,103877,2023,Elsevier
"Frazier, Maryann; Mullin, Chris; Frazier, Jim; Ashcraft, Sara; ",What have pesticides got to do with it?,American Bee Journal,148,6,521-524,2008,"[Hamilton, Ill.: Dadant & Sons], 1861-"
"Balll, Brenda; ",THE ROLE OF DEFORMED WING VIRUS IN THE MORTALITY OF VARROA INFESTED HONEYBEE COLONIES,,,,,,
"Mortensen, Ashley N; Jack, Cameron J; Ellis, James D; ","The discovery of Varroa destructor on drone honey bees, Apis mellifera, at drone congregation areas",Parasitology research,117,,3337-3339,2018,Springer
"Campolo, Orlando; Malacrinò, Antonino; Laudani, Francesca; Algeri, Giuseppe M; Giunti, Giulia; Strano, Cinzia P; Zoccali, Paolo; Palmeri, Vincenzo; ",Field efficacy of two organic acids against Varroa destructor.,Entomologia Generalis,36,3,,2017,
"Evans, Jay D; Lopez, Dawn L; ","Complete mitochondrial DNA sequence of the important honey bee pest, Varroa destructor (Acari: Varroidae)",Experimental & applied acarology,27,,69-78,2002,Springer
"Brettell, Laura E; Martin, Stephen J; ",Oldest Varroa tolerant honey bee population provides insight into the origins of the global decline of honey bees,Scientific reports,7,1,45953,2017,Nature Publishing Group UK London
"VanEngelsdorp, Dennis; Speybroeck, Niko; Evans, Jay D; Kim Nguyen, Bach; Mullin, Chris; Frazier, Maryann; Frazier, Jim; Cox-Foster, Diana; Chen, Yanping; Tarpy, David R; ",Weighing risk factors associated with bee colony collapse disorder by classification and regression tree analysis,Journal of economic entomology,103,5,1517-1523,2010,"Oxford University Press Oxford, UK"
"Su, XiaoLing; Hua, QiYun; Zhao, DongXu; Fei, ZhongHua; Zheng, HuoQing; ",The effect of essential oils of Truestar Anisetree against mites in honeybee colonies.,Journal of Environmental Entomology,38,6,1251-1255,2016,Guangdong Provincial Association for Science & Technology
"Akinwande, Kayode L; Badejo, Mosadoluwa A; Ogbogu, Sylvester S; ",Incidence of the Korean haplotype of Varroa destructor in southwest Nigeria,Journal of Apicultural Research,51,4,369-370,2012,Taylor & Francis
"de Oliveira Monteiro, Caio Márcio; Daemon, Erik; Silva, Andressa Mendes Ribeiro; Maturano, Ralph; Amaral, Carolina; ",Acaricide and ovicide activities of thymol on engorged females and eggs of Rhipicephalus (Boophilus) microplus (Acari: Ixodidae),Parasitology research,106,,615-619,2010,Springer
"Bajda, Sabina A; De Clercq, Patrick; Van Leeuwen, Thomas; ",Selectivity and molecular stress responses to classical and botanical acaricides in the predatory mite Phytoseiulus persimilis Athias‐Henriot (Acari: Phytoseiidae),Pest Management Science,78,3,881-895,2022,Wiley Online Library
"Abou-Shaara, HF; Tabikha, RM; ",Morphological characterization and a morphometry map for Varroa mites from northwest of Egypt,,,,,2017,""" Ion Ionescu de la Brad"" University of Agricultural Sciences and Veterinary …"
"Calderón, Rafael A; van Veen, Johan; Arce, Henry G; Esquivel, Mario E; ",Presence of deformed wing virus and Kashmir bee virus in Africanized honey bee colonies in Costa Rica infested with Varroa destructor,Bee world,84,3,112-116,2003,Taylor & Francis
"Guiné, Raquel PF; Florença, Sofia G; Correia, Paula MR; Anjos, Ofélia; Coelho, Catarina; Costa, Cristina A; ","Honey bee (Apis mellifera L.) broods: Composition, technology and gastronomic applicability",Foods,11,18,2750,2022,MDPI
"Celle, Olivier; Blanchard, Philippe; Olivier, Violaine; Schurr, Frank; Cougoule, Nicolas; Faucon, Jean-Paul; Ribière, Magali; ",Detection of Chronic bee paralysis virus (CBPV) genome and its replicative RNA form in various hosts and possible ways of spread,Virus research,133,2,280-284,2008,Elsevier
"Daemon, Erik; de Oliveira Monteiro, Caio Márcio; dos Santos Rosa, Leonardo; Aparecido Clemente, Mateus; Arcoverde, Alessandro; ","Evaluation of the acaricide activity of thymol on engorged and unengorged larvae of Rhipicephalus sanguineus (Latreille, 1808)(Acari: Ixodidae)",Parasitology research,105,,495-497,2009,Springer
"Adames, Markis; Fernández-Ruvalcaba, Manuel; Peña-Chora, Guadalupe; Hernández-Velázquez, Victor M; ","Effects of passages through a suitable host of the fungus, Metarhizium anisopliae, on the virulence of acaricide-susceptible and resistant strains of the tick, Rhipicephalus microplus",Journal of Insect Science,11,1,21,2011,"Oxford University Press Oxford, UK"
"Dynes, Travis L; De Roode, Jacobus C; Lyons, Justine I; Berry, Jennifer A; Delaplane, Keith S; Brosi, Berry J; ","Fine scale population genetic structure of Varroa destructor, an ectoparasitic mite of the honey bee (Apis mellifera)",Apidologie,48,,93-101,2017,Springer
"Aronstein, Katherine A; Saldivar, Eduardo; Vega, Rodrigo; Westmiller, Stephanie; Douglas, Angela E; ","How Varroa parasitism affects the immunological and nutritional status of the honey bee, Apis mellifera",Insects,3,3,601-615,2012,MDPI
"Martin, Stephen J; Ball, Brenda V; Carreck, Norman L; ",The role of deformed wing virus in the initial collapse of varroa infested honey bee colonies in the UK,Journal of Apicultural Research,52,5,251-258,2013,Taylor & Francis
"Cournoyer, Antoine; Plamondon, Laurence; Bau-Gaudreault, Liza; Deschamps, Annie; Dubreuil, Pascal; Benoit-Biancamano, Marie-Odile; ",Effects of Varroa destructor on Hemolymph Sugars and Secondary Infections in Honeybees (Apis mellifera),Applied Sciences,12,22,11630,2022,MDPI
"Al-Majeed Al-Ghzawi, A; Zaitoun, S; Al-Serhan, R; ",Effect of formic acid on the control of the bee parasitic mite Varroa destructor under semiarid conditions,Acta Phytopathologica et Entomologica Hungarica,43,1,171-185,2008,Akadémiai Kiadó
"Gabel, Martin; Scheiner, Ricarda; Büchler, Ralph; ",Immediate and long-term effects of induced brood interruptions on the reproductive success of Varroa destructor,Apidologie,54,2,20,2023,Springer
"Moore, Philip A; Wilson, Michael E; Skinner, John A; ","Honey bee viruses, the deadly Varroa Mite Associates",Bee Health,19,,2015,2015,
"Schiavone, Antonella; Price, Daniel RG; Pugliese, Nicola; Burgess, Stewart TG; Siddique, Ifra; Circella, Elena; Nisbet, Alasdair J; Camarda, Antonio; ",Profiling of Dermanyssus gallinae genes involved in acaricide resistance,Veterinary Parasitology,319,,109957,2023,Elsevier
"Flores, José M; Gámiz, Victoria; Jiménez-Marín, Ángeles; Flores-Cortés, Alicia; Gil-Lebrero, Sergio; Garrido, Juan J; Hernando, María Dolores; ",Impact of Varroa destructor and associated pathologies on the colony collapse disorder affecting honey bees,Research in veterinary science,135,,85-95,2021,Elsevier
"Alger, Samantha A; Burnham, P Alexander; Lamas, Zachary S; Brody, Alison K; Richardson, Leif L; ","Home sick: Impacts of migratory beekeeping on honey bee (Apis mellifera) pests, pathogens, and colony size",PeerJ,6,,e5812,2018,PeerJ Inc.
"Kumar, Rinesh; ",Molecular markers and their application in the monitoring of acaricide resistance in Rhipicephalus microplus,Experimental and Applied Acarology,78,2,149-172,2019,Springer
"Underwood, Robyn M; Currie, Robert W; ","Indoor winter fumigation with formic acid for control of Acarapis woodi (Acari: Tarsonemidae) and Nosema disease, Nosema sp.",Journal of economic entomology,102,5,1729-1736,2009,"Oxford University Press Oxford, UK"
